user_id,age,last_month_salary_clean,number_dependents_clean,default_flag,more_90_days_overdue,using_lines_not_secured_personal_assets,number_times_delayed_payment_loan_30_59_days,debt_ratio,number_times_delayed_payment_loan_60_89_days,total_loan,real_state,other,age_range
7457,22,0,0,0,0,"0,9999999",0,0,0,0,0,0,18-35
12771,22,5400,1,0,98,"0,9999999",98,0,98,0,0,0,18-35
12647,22,5400,0,0,0,"0,9999999",0,97,0,0,0,0,18-35
20824,22,4500,0,0,98,"0,9999999",98,0,98,0,0,0,18-35
35568,22,1600,0,0,0,"0,9999999",0,0,0,0,0,0,18-35
30541,22,2500,0,0,0,"0,9999999",0,0,0,0,0,0,18-35
32473,22,2133,0,0,0,"0,9999999",0,0,0,0,0,0,18-35
26354,22,5400,0,0,98,"0,9999999",98,0,98,0,0,0,18-35
14112,22,0,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
7779,22,100,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
34458,22,300,0,0,0,"0,08991009",0,"0,006644518",0,1,0,1,18-35
6011,22,1900,0,0,0,"0,9999999",0,"0,221462388",0,1,0,1,18-35
33270,22,5400,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
23577,22,820,0,0,0,"0,9999999",0,"0,007308161",0,1,0,1,18-35
34674,22,1000,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
19053,22,820,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
30240,22,929,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
25469,22,5400,0,0,0,"0,9999999",0,346,0,1,0,1,18-35
6309,22,0,0,0,0,"0,552894212",0,8,0,1,0,1,18-35
2822,22,3800,0,0,0,"1,035928144",0,"0,00394633",0,1,0,1,18-35
7252,22,1760,0,0,0,"0,9999999",0,"0,138557638",0,1,0,1,18-35
15572,22,1900,0,0,0,"1,007984032",0,"0,007890584",0,1,0,1,18-35
6923,22,7370,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
18697,22,1600,0,0,0,"0,018981019",0,0,0,1,0,1,18-35
21887,22,526,0,0,0,"0,504983389",0,"0,007590133",0,1,0,1,18-35
6546,22,704,0,0,0,"0,051896208",0,0,0,1,0,1,18-35
35583,22,450,0,0,0,"0,089871612",0,"0,002217295",0,1,0,1,18-35
26111,22,1400,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
19143,22,820,0,0,0,0,0,0,0,1,0,1,18-35
7825,22,820,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
4197,22,5400,0,0,0,"0,074925075",0,2,0,1,0,1,18-35
3904,22,1,0,0,0,"0,129740519",0,"0,5",0,1,0,1,18-35
32951,22,5400,0,0,0,"0,126245847",0,1,0,1,0,1,18-35
20779,22,0,0,0,0,"0,0499002",0,0,0,1,0,1,18-35
12603,22,929,0,0,0,"0,015968064",0,0,0,1,0,1,18-35
30918,22,2083,0,0,0,0,0,"0,051823417",0,1,0,1,18-35
23737,22,820,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
20557,22,0,0,0,0,"0,148770246",0,22,0,1,0,1,18-35
22193,22,1200,0,0,0,"0,9999999",0,"0,205661948",0,1,0,1,18-35
17182,22,2000,0,0,0,"0,723793677",0,"0,006496752",0,1,0,1,18-35
9696,22,0,0,0,0,"0,522477522",0,36,0,1,0,1,18-35
23671,22,929,0,0,0,"0,885114885",0,"0,027956989",0,1,0,1,18-35
34849,22,1700,0,0,1,"0,9999999",0,"0,132275132",0,1,0,1,18-35
32341,22,350,0,0,0,"0,9999999",0,"0,991452991",0,1,0,1,18-35
13819,22,5400,0,0,0,"1,046976512",0,62,0,1,0,1,18-35
3319,22,5400,1,0,0,"0,052434457",0,1,0,1,0,1,18-35
24115,22,3600,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
21325,22,1300,0,0,0,"0,772025431",0,"0,019215988",0,1,0,1,18-35
12666,22,5400,0,0,0,"1,148955495",1,37,0,2,0,2,18-35
2240,22,800,0,0,0,0,0,"0,139825218",0,2,0,2,18-35
21372,22,929,0,0,0,"0,035964036",0,"0,001075269",0,2,0,2,18-35
13479,22,1500,0,0,0,0,0,0,0,2,0,2,18-35
22960,22,1920,0,0,0,"0,339330335",0,"0,010411244",0,2,0,2,18-35
35417,22,5400,1,0,0,"0,9999999",0,212,0,2,0,2,18-35
31374,22,929,0,0,0,0,0,0,0,2,0,2,18-35
771,22,1000,0,0,0,"0,873126873",0,"0,025974026",0,2,0,2,18-35
1792,22,864,0,0,0,0,0,0,0,2,0,2,18-35
31952,22,929,0,0,0,"0,005996003",0,0,0,2,0,2,18-35
33171,22,3000,0,0,0,"1,017982018",0,"0,077307564",0,2,0,2,18-35
35846,22,820,0,0,0,"0,043956044",0,"0,001218027",0,2,0,2,18-35
33917,22,820,0,0,0,0,0,0,0,2,0,2,18-35
24166,22,820,0,0,0,0,0,0,0,2,0,2,18-35
20487,22,5400,0,0,0,"0,9999999",0,50,0,2,0,2,18-35
24286,22,820,0,0,0,0,0,"0,012180268",0,2,0,2,18-35
11173,22,4500,0,0,0,"0,9999999",0,"0,096423017",0,2,0,2,18-35
25132,22,1,0,0,0,"0,638722555",0,"4,5",0,2,0,2,18-35
2501,22,1600,0,0,0,"0,137620793",0,"0,051217989",0,2,0,2,18-35
6865,22,0,0,0,0,"0,038961039",0,1,0,2,0,2,18-35
23035,22,400,0,0,0,"0,635202665",0,"0,08478803",0,2,0,2,18-35
17714,22,2745,0,0,0,0,0,0,0,2,0,2,18-35
21860,22,929,0,0,0,0,0,0,0,2,0,2,18-35
3045,22,500,0,0,0,0,0,"0,007984032",0,2,0,2,18-35
35688,22,2000,0,0,0,"0,091908092",0,"0,125437281",0,2,0,2,18-35
33153,22,820,0,0,0,0,0,0,0,2,0,2,18-35
7700,22,1700,0,0,0,"0,396377838",0,"0,281599059",0,3,0,3,18-35
22115,22,1500,0,0,0,"0,952047952",0,"0,221852099",0,3,0,3,18-35
23513,22,615,0,0,0,"0,0999001",0,"0,00487013",0,3,0,3,18-35
11082,22,1300,0,0,0,"0,9999999",0,"0,396617986",0,3,0,3,18-35
17528,22,2150,0,0,0,"0,548181061",0,"0,027429103",0,3,0,3,18-35
5465,22,1500,0,0,0,"0,304898367",0,"0,196535643",0,3,0,3,18-35
7628,22,0,0,0,0,"0,953046953",0,28,0,3,0,3,18-35
13521,22,5400,0,0,0,"0,309865276",0,23,0,3,0,3,18-35
9401,22,1308,0,0,2,"0,774032459",0,"0,35828877",0,3,0,3,18-35
941,22,2745,0,0,0,"0,08727515",0,"0,03423161",0,3,0,3,18-35
13011,22,2280,0,0,0,"1,043182727",0,"0,224462955",0,3,0,3,18-35
35562,22,1000,0,0,0,"0,239520958",0,"0,064935065",0,3,0,3,18-35
13965,22,2000,0,0,0,"0,9999999",0,"0,004497751",0,3,0,3,18-35
19672,22,300,0,0,0,0,0,"0,700996678",0,4,0,4,18-35
7661,22,2000,0,0,0,"0,462276726",0,"0,139930035",0,4,0,4,18-35
796,22,929,0,0,0,"0,577474175",0,"0,062365591",0,4,0,4,18-35
34618,22,929,0,0,0,"0,003998001",0,0,0,5,0,5,18-35
9076,22,3600,0,0,0,"0,341639748",0,"0,074423771",1,5,0,5,18-35
1158,22,929,0,0,0,"0,149900067",0,"0,078494624",0,5,0,5,18-35
22396,22,1540,0,0,0,"0,03901711",0,"0,208306295",0,7,0,7,18-35
19010,23,5400,0,0,0,"0,9999999",0,0,0,0,0,0,18-35
7328,23,5400,0,0,0,"0,9999999",0,0,0,0,0,0,18-35
5558,23,3000,0,0,0,"0,9999999",0,0,0,0,0,0,18-35
20887,23,5400,1,0,0,"0,9999999",0,2,0,0,0,0,18-35
10498,23,770,0,0,1,"0,9999999",0,0,0,0,0,0,18-35
18765,23,5400,0,0,0,"0,9999999",0,60,0,0,0,0,18-35
31655,23,5400,1,0,98,"0,9999999",98,0,98,0,0,0,18-35
15497,23,5400,1,0,0,"0,9999999",0,12,0,0,0,0,18-35
252,23,800,0,0,0,"0,9999999",0,0,0,0,0,0,18-35
10352,23,400,0,0,0,"0,075898802",0,"0,002493766",0,1,0,1,18-35
7486,23,1923,0,0,0,"0,9999999",0,"0,085758836",0,1,0,1,18-35
29602,23,820,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
23215,23,898,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
17810,23,2364,0,0,0,"1,113772455",0,"0,006765328",0,1,0,1,18-35
28152,23,1200,0,0,0,"0,9999999",0,"0,000832639",0,1,0,1,18-35
6329,23,1641,0,0,0,"0,102779444",0,"0,009135201",0,1,0,1,18-35
35680,23,736,0,0,0,"0,9999999",0,"0,242876526",0,1,0,1,18-35
24255,23,1000,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
20127,23,500,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
32806,23,864,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
223,23,1200,0,0,0,"0,9999999",0,"0,208992506",0,1,0,1,18-35
3569,23,0,0,0,0,0,0,0,0,1,0,1,18-35
24963,23,1100,0,0,0,"0,9999999",0,"0,069936421",0,1,0,1,18-35
30323,23,820,0,0,0,"0,9999999",0,"0,007308161",0,1,0,1,18-35
2243,23,820,0,0,0,"0,9999999",0,"0,010962241",0,1,0,1,18-35
23337,23,0,0,0,0,"0,07992008",0,2,0,1,0,1,18-35
19133,23,2000,0,0,0,"0,9999999",1,"0,004497751",0,1,0,1,18-35
15726,23,5400,0,0,0,"0,938123752",0,14,0,1,0,1,18-35
10655,23,3586,1,0,0,"0,9999999",0,"0,151658768",0,1,0,1,18-35
3314,23,5400,0,0,0,"0,9999999",0,582,0,1,0,1,18-35
34659,23,800,0,0,0,"0,9999999",0,"0,02247191",0,1,0,1,18-35
27519,23,820,0,0,0,"0,9999999",0,"0,001218027",0,1,0,1,18-35
21989,23,5400,1,0,0,"0,9999999",0,4,0,1,0,1,18-35
2757,23,5400,1,0,0,0,0,0,0,1,0,1,18-35
2393,23,1000,0,0,0,"0,9999999",0,"0,107892108",0,1,0,1,18-35
14274,23,3500,0,0,0,"0,045823787",0,"0,001713796",0,1,0,1,18-35
26965,23,500,0,0,0,0,0,"0,037924152",0,1,0,1,18-35
13724,23,5400,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
34378,23,929,0,0,0,0,0,"0,047311828",0,1,0,1,18-35
6958,23,5400,0,0,0,"0,522674865",0,40,0,1,0,1,18-35
2262,23,1200,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
35368,23,0,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
9347,23,0,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
29965,23,5400,0,0,0,0,0,0,0,1,0,1,18-35
32879,23,820,0,0,0,"0,9999999",0,"0,002436054",0,1,0,1,18-35
3232,23,4583,0,0,0,"0,996007984",0,"0,003054101",0,1,0,1,18-35
28293,23,1800,0,0,0,"0,739086971",0,"0,036646308",0,1,0,1,18-35
31183,23,1300,0,0,0,"0,15810995",0,"0,007686395",0,1,0,1,18-35
6735,23,1200,0,0,0,"0,9999999",0,"0,229808493",0,1,0,1,18-35
16494,23,2600,0,0,0,"0,629370629",0,"0,006920415",0,1,0,1,18-35
34629,23,929,0,0,0,"0,179213857",0,"0,008602151",0,1,0,1,18-35
20894,23,3200,0,0,0,"0,9999999",0,"0,146204311",0,1,0,1,18-35
24688,23,820,0,0,0,"0,270486342",0,"0,014616322",0,1,0,1,18-35
24679,23,5400,1,0,0,"0,9999999",0,1,0,1,0,1,18-35
1791,23,200,0,0,0,0,0,"0,592039801",0,1,0,1,18-35
33365,23,0,0,0,0,"0,280898876",0,6,0,1,0,1,18-35
879,23,0,0,0,0,"0,9999999",0,249,0,1,0,1,18-35
11256,23,800,0,0,0,"0,018755083",0,"0,078651685",0,2,0,2,18-35
29260,23,0,0,0,0,"0,9999999",0,152,0,2,0,2,18-35
4720,23,10000,0,0,0,"0,440519827",0,"0,00389961",0,2,0,2,18-35
1782,23,0,0,0,0,"0,226386807",0,13,0,2,0,2,18-35
785,23,5400,2,0,0,"0,999836815",1,188,0,2,0,2,18-35
22278,23,1700,0,0,0,"0,022362536",0,"0,088771311",0,2,0,2,18-35
16383,23,5400,0,0,0,"0,874742723",0,264,0,2,0,2,18-35
10501,23,820,0,0,0,0,0,0,0,2,0,2,18-35
11378,23,820,0,0,0,"0,101159536",0,"0,008526188",0,2,0,2,18-35
337,23,820,0,0,0,"1,070619587",0,"0,058465286",0,2,0,2,18-35
4357,23,600,0,0,0,"0,716566866",0,"0,02828619",0,2,0,2,18-35
25214,23,2000,0,0,0,"0,704647676",0,"0,020989505",0,2,0,2,18-35
14059,23,2000,0,0,0,"0,181636727",0,"0,0009995",0,2,0,2,18-35
29627,23,0,0,0,0,"0,056928631",0,6,0,2,0,2,18-35
22633,23,898,0,0,0,0,0,0,0,2,0,2,18-35
9808,23,1300,1,0,0,"0,9999999",0,"0,146810146",0,2,0,2,18-35
33482,23,898,0,0,0,0,0,0,0,2,0,2,18-35
29248,23,1855,0,0,0,"0,9999999",1,"0,028017241",0,2,0,2,18-35
33904,23,600,0,0,0,"0,006993007",0,"0,086522463",0,2,0,2,18-35
17316,23,929,0,0,0,"0,19320453",0,"0,008602151",0,2,0,2,18-35
2686,23,1527,0,0,0,"0,263473054",0,"0,112565445",0,2,0,2,18-35
30006,23,898,0,0,0,0,0,0,0,2,0,2,18-35
9350,23,864,0,0,0,"0,011988012",0,0,0,2,0,2,18-35
4724,23,2557,0,0,0,"0,006996502",0,0,0,2,0,2,18-35
1831,23,1000,0,0,0,"0,9999999",0,"0,184815185",0,2,0,2,18-35
25780,23,3500,0,0,0,"0,9999999",0,"0,091973722",0,2,0,2,18-35
4341,23,898,0,0,1,0,1,0,0,2,0,2,18-35
26832,23,1100,0,0,0,"0,337325349",0,"0,008174387",0,2,0,2,18-35
32564,23,5400,1,0,0,"0,95802099",1,61,0,2,0,2,18-35
11842,23,1,0,0,0,"0,9999999",0,25,0,2,0,2,18-35
31732,23,929,0,0,0,"0,9999999",0,0,0,2,0,2,18-35
15354,23,929,0,0,0,"0,280719281",0,"0,093548387",0,2,0,2,18-35
26128,23,3000,0,0,0,"0,002068252",0,0,0,2,0,2,18-35
11223,23,929,0,0,0,"0,784431138",0,"0,011827957",0,2,0,2,18-35
23738,23,1120,0,0,0,"0,9999999",0,0,0,2,0,2,18-35
1141,23,1800,0,0,0,"0,296689569",0,"0,007773459",0,2,0,2,18-35
23258,23,2500,0,0,0,0,0,0,0,2,0,2,18-35
24571,23,3900,0,0,0,"0,5982009",0,"0,008972058",0,2,0,2,18-35
34072,23,5400,0,0,0,0,0,0,0,2,0,2,18-35
28029,23,3800,0,0,0,"0,029492627",0,"0,000789266",0,2,0,2,18-35
4842,23,3333,0,0,0,"0,746253746",0,"0,130773845",0,2,0,2,18-35
16571,23,2100,0,0,0,0,0,0,0,2,0,2,18-35
7334,23,0,0,0,0,"0,657342657",0,19,0,2,0,2,18-35
22256,23,820,0,0,0,0,0,"0,163215591",0,2,0,2,18-35
6411,23,1500,0,0,0,"1,03996004",1,"0,185876083",0,2,0,2,18-35
35480,23,900,0,0,0,"0,9999999",0,"0,208657048",0,2,0,2,18-35
2129,23,898,0,0,0,"0,009993338",0,0,0,2,0,2,18-35
25057,23,1400,0,0,0,"0,513641756",0,"0,315488936",0,3,0,3,18-35
18508,23,1800,0,0,0,0,1,"0,197667962",0,3,0,3,18-35
1012,23,6000,1,1,4,"0,580545944",0,"0,047325446",1,3,0,3,18-35
5687,23,820,0,0,0,"0,014628275",0,"0,004872107",0,3,0,3,18-35
6476,23,898,0,0,0,"0,218520986",0,"0,010011123",0,3,0,3,18-35
3996,23,3500,1,0,0,"0,9999999",0,"0,085975436",0,3,0,3,18-35
29737,23,2680,0,0,0,"0,9999999",0,"0,095113764",0,3,0,3,18-35
8628,23,3040,0,0,0,"0,269092363",0,"0,079250247",0,3,0,3,18-35
19807,23,5400,0,1,1,"1,155527795",1,687,1,3,0,3,18-35
398,23,2557,0,0,0,"0,474262869",0,"0,011336982",0,3,0,3,18-35
99,23,2200,0,0,0,"0,347330534",0,"0,094502499",0,3,0,3,18-35
2308,23,5400,1,0,0,"0,043912176",0,85,0,3,0,3,18-35
6769,23,3000,0,0,0,"0,379554982",0,"0,011662779",0,3,0,3,18-35
16136,23,764,0,0,0,"0,035755479",0,"0,002614379",0,3,0,3,18-35
30413,23,929,0,0,0,"0,025135676",0,"0,002150538",0,3,0,3,18-35
20319,23,300,0,0,0,"0,054198134",0,"0,009966777",0,3,0,3,18-35
23044,23,898,0,0,0,"0,24870052",0,"0,598442714",0,3,0,3,18-35
16614,23,1906,1,0,0,"0,9999999",0,"0,208704772",0,3,0,3,18-35
20830,23,1700,0,0,0,0,1,"0,150499706",0,4,0,4,18-35
20806,23,820,0,0,0,"0,129971118",0,"0,020706456",0,4,0,4,18-35
31301,23,5400,0,0,0,"1,022790884",0,152,0,4,0,4,18-35
22033,23,3083,0,0,0,"0,058985254",0,"0,003242542",0,4,0,4,18-35
11474,23,800,0,0,0,"0,369315342",0,"0,027465668",0,4,0,4,18-35
34758,23,2500,0,0,0,"0,077134986",0,"0,086765294",0,4,0,4,18-35
18974,23,6150,0,0,1,"0,9999999",1,"0,068931881",0,4,0,4,18-35
16887,23,1500,0,0,0,"0,002999",0,0,0,4,0,4,18-35
1027,23,1666,0,0,0,"0,764522174",0,"0,283143371",0,5,0,4,18-35
2991,23,3700,0,0,0,"0,057823696",0,"0,002701972",0,4,0,4,18-35
3546,23,1580,0,0,0,"0,337052601",0,"0,043643264",0,4,0,4,18-35
15584,23,150,0,0,0,"0,199454793",0,"0,119205298",0,4,0,4,18-35
26841,23,200,0,0,0,"0,97002997",0,"0,651741294",0,4,0,4,18-35
3762,23,600,0,0,0,"0,078990126",0,"0,06156406",0,5,0,5,18-35
31237,23,1729,0,0,0,"0,305651672",0,"0,224855491",0,5,0,5,18-35
26602,23,3100,0,0,0,"0,8203415",0,"0,112221864",0,5,0,5,18-35
5513,23,2700,0,0,0,"0,028985507",0,"0,027027027",1,5,0,5,18-35
29688,23,3400,0,0,0,"0,058660149",0,"0,059100265",0,5,0,5,18-35
27773,23,5400,1,0,0,"0,183810806",0,98,0,5,0,5,18-35
2167,23,1750,0,0,0,"1,001999",0,"0,304397487",0,5,0,5,18-35
25772,23,1660,0,0,0,"0,279766861",0,"0,282962071",0,5,0,5,18-35
7540,23,3229,0,0,0,"0,108564296",0,"0,035294118",0,6,0,6,18-35
29795,23,2700,0,0,0,"0,9999999",0,"0,431691966",0,7,0,7,18-35
18888,23,2557,0,0,0,"0,079384479",0,"0,054339328",0,7,0,7,18-35
69,23,5400,0,0,0,"1,005712654",1,1092,0,7,0,7,18-35
23709,23,2500,0,0,0,"0,492311818",0,"0,160335866",0,7,0,7,18-35
15253,23,5654,3,0,0,"0,811458427",0,"0,140760389",0,8,0,8,18-35
12567,23,1200,0,0,0,"0,640617901",0,"0,039966694",0,8,0,8,18-35
17527,23,1500,0,0,0,"0,917233107",0,"0,2751499",0,8,0,8,18-35
8505,23,600,0,0,0,"0,045848456",0,"0,029950083",0,8,0,8,18-35
7058,23,1914,1,1,4,"0,795640872",1,"0,230809399",1,10,0,10,18-35
29247,24,2025,0,0,0,"0,9999999",1,"0,111056269",0,0,0,0,18-35
28253,24,1000,0,0,0,"0,9999999",0,0,0,0,0,0,18-35
5323,24,5400,1,1,98,"0,9999999",98,0,98,0,0,0,18-35
12542,24,5400,0,1,98,"0,9999999",98,0,98,0,0,0,18-35
12589,24,400,0,0,1,"0,9999999",0,"0,21446384",0,0,0,0,18-35
23390,24,5400,0,0,1,"0,9999999",0,16,0,0,0,0,18-35
26777,24,1100,0,1,98,"0,9999999",98,0,98,0,0,0,18-35
25661,24,5400,0,0,0,"0,9999999",0,49,0,0,0,0,18-35
11279,24,5400,1,0,0,"0,9999999",0,0,0,0,0,0,18-35
29590,24,750,0,0,98,"0,9999999",98,0,98,0,0,0,18-35
20605,24,5400,1,0,0,"0,9999999",0,66,0,0,0,0,18-35
25244,24,5400,0,1,98,"0,9999999",98,54,98,0,0,0,18-35
18594,24,2252,1,0,0,"0,156793728",0,"0,051930759",0,1,0,1,18-35
15966,24,3200,0,0,0,"0,9999999",0,"0,135895033",0,1,0,1,18-35
296,24,800,0,0,0,"0,9999999",0,"0,61298377",0,1,0,1,18-35
17681,24,5400,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
4165,24,5400,0,0,0,"0,9999999",0,520,0,1,0,1,18-35
18157,24,0,0,0,0,"0,270729271",0,8,0,1,0,1,18-35
31409,24,1000,0,0,0,0,0,"0,005994006",0,1,0,1,18-35
19978,24,800,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
16873,24,1,0,0,0,"0,37962038",0,"5,5",0,1,0,1,18-35
11693,24,4500,0,0,0,"0,183526589",0,"0,002888247",0,1,0,1,18-35
35909,24,2500,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
12694,24,898,0,0,0,"0,363636364",0,"0,011123471",0,1,0,1,18-35
9700,24,5400,1,0,0,"0,169100692",0,19,0,1,0,1,18-35
24946,24,1879,1,0,0,"0,9999999",0,"0,194680851",0,1,0,1,18-35
15986,24,1400,1,0,1,"0,65849228",0,"0,014989293",1,1,0,1,18-35
21531,24,2800,0,0,0,"0,9999999",0,"0,032845412",0,1,0,1,18-35
10287,24,5400,1,0,0,"0,9999999",0,3,0,1,0,1,18-35
4513,24,897,0,0,0,"0,009694032",0,0,0,1,0,1,18-35
29739,24,5400,0,0,0,"0,9999999",1,503,0,1,0,1,18-35
7324,24,5400,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
5361,24,5400,1,0,0,0,0,0,0,1,0,1,18-35
12573,24,1000,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
2142,24,1157,0,0,0,"0,9999999",2,"0,254749568",0,1,0,1,18-35
12559,24,1450,0,0,0,"0,9999999",1,"0,286698828",0,1,0,1,18-35
1714,24,0,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
5037,24,820,0,0,1,"0,9999999",0,0,0,1,0,1,18-35
11111,24,5400,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
1914,24,1462,0,0,0,"0,9999999",0,"0,045112782",0,1,0,1,18-35
19020,24,5400,0,0,0,"0,26746507",0,4,0,1,0,1,18-35
20399,24,3000,0,0,0,"0,102897103",0,"0,000999667",0,1,0,1,18-35
8662,24,3438,0,0,0,"0,9999999",0,"0,100029078",0,1,0,1,18-35
35241,24,5400,0,1,1,"0,9999999",1,286,0,1,0,1,18-35
6123,24,820,0,0,0,"0,9999999",0,0,0,1,0,1,18-35
5956,24,3000,0,0,0,"0,882235529",0,"0,12095968",0,2,0,2,18-35
13216,24,0,0,0,0,"0,293413174",0,4,0,2,0,2,18-35
1112,24,1879,0,0,0,"0,065868263",0,"0,031914894",0,2,0,2,18-35
16859,24,1350,0,0,0,"0,338512764",0,"0,008142117",1,2,0,2,18-35
20928,24,2750,0,0,0,"1,095808383",1,"0,008360596",0,2,0,2,18-35
25353,24,820,0,0,0,"0,60199005",0,"0,00365408",0,2,0,2,18-35
2967,24,1600,0,0,0,"0,045954046",0,"0,00062461",0,2,0,2,18-35
1999,24,1200,1,1,4,"1,430784608",0,"0,497085762",1,2,0,2,18-35
26592,24,300,0,0,0,"0,045977011",0,"0,774086379",0,2,0,2,18-35
22023,24,1350,0,0,0,"0,085957021",0,"0,003700962",0,2,0,2,18-35
14273,24,1000,0,0,0,"0,994003997",0,"0,043956044",0,2,0,2,18-35
23327,24,3700,0,0,0,"0,9999999",0,"0,104025939",0,2,0,2,18-35
547,24,5400,1,0,0,"0,279744051",0,41,0,2,0,2,18-35
2710,24,5400,1,0,0,"0,29056981",0,545,0,2,0,2,18-35
7906,24,1600,0,0,0,"0,079981613",0,"0,006246096",0,2,0,2,18-35
9143,24,1600,0,0,0,"0,239253582",1,"0,06620862",0,2,0,2,18-35
28191,24,3000,0,0,0,"0,0999001",0,"0,000999667",0,2,0,2,18-35
12984,24,400,0,0,0,"0,807596202",0,"0,119700748",0,2,0,2,18-35
35038,24,1084,0,0,0,"0,9999999",0,"0,284792627",0,2,0,2,18-35
32963,24,1750,0,0,0,"0,06876704",0,"0,003426613",0,2,0,2,18-35
